"SNUM","DOMSOI","ID","bio1","bio2","bio3","bio4","bio5","bio6","bio7","bio8","bio9","bio10","bio11","bio12","bio13","bio14","bio15","bio16","bio17","bio18","bio19","Long","Lat","GroupCat","species","TEST_LOCALE"
4759,"I",185,204,152,50,5662,343,41,302,262,143,271,127,290,56,6,58,129,27,104,33,-101.8583333,27.0416667,"mapimienss","collis",NA
4759,"I",186,208,152,50,5729,347,43,304,266,146,275,129,239,44,5,56,105,23,85,30,-102.0975383,27.0166983,"mapimienss","collis",NA
4759,"I",187,210,153,49,5798,350,43,307,269,148,278,131,230,42,4,53,101,22,81,30,-102.102663,26.991597,"mapimienss","collis",NA
4759,"I",188,197,148,50,5478,334,39,295,252,139,261,122,267,50,5,59,125,24,103,31,-102.1277862,26.98583,"mapimienss","collis",NA
5051,"Xk",189,213,153,50,5694,354,48,306,270,153,279,135,205,38,3,59,97,18,80,26,-102.29585,26.59615,"mapimienss","collis",NA
5051,"Xk",190,215,157,51,5536,358,52,306,270,158,279,140,195,38,3,68,100,16,84,23,-102.7461319,26.3070087,"mapimienss","collis",NA
3511,"I",191,196,168,55,4919,341,37,304,243,175,252,128,266,58,5,80,151,18,127,26,-103.523,26.234,"mapimienss","collis",NA
4840,"Kl",192,173,172,55,4740,324,15,309,215,148,228,109,501,123,3,111,357,14,183,26,-105.591731,26.941674,"durangae","durangae",NA
4840,"Kl",193,173,172,55,4740,324,15,309,215,148,228,109,501,123,3,111,357,14,183,26,-105.598,26.941,"durangae","durangae",NA
4840,"Kl",194,175,170,55,4763,326,17,309,217,150,230,110,494,119,3,110,354,16,182,27,-105.637594,26.917133,"durangae","durangae",NA
4750,"I",195,149,183,58,4442,300,-13,313,193,124,202,90,559,150,6,110,395,21,341,37,-106.066667,26.75,"durangae","durangae",NA
5051,"Xk",196,195,174,54,5122,346,28,318,245,170,254,124,286,64,5,88,170,18,143,26,-104.07,26.525,"durangae","durangae",NA
4801,"Kk",197,175,182,57,4526,325,10,315,216,156,226,112,503,131,3,110,352,15,295,26,-105.50722,26.44139,"durangae","durangae",NA
4750,"I",198,178,185,58,4571,328,10,318,219,160,230,114,483,121,3,110,343,14,289,23,-105.3449556,26.40083,"durangae","durangae",NA
4750,"I",199,176,185,58,4494,326,9,317,217,158,227,113,486,123,2,110,345,12,291,23,-105.4047546584,26.3502453415,"durangae","durangae",NA
5051,"Xk",200,202,175,55,5000,350,36,314,250,180,259,133,265,61,5,85,155,17,127,22,-103.835,26.233,"durangae","durangae",NA
4750,"I",201,168,188,59,4430,317,0,317,208,151,218,106,443,109,2,109,306,13,266,22,-105.164,26.217,"durangae","durangae",NA
4750,"I",202,171,188,59,4426,319,2,317,210,154,220,108,426,104,2,107,294,12,165,20,-105.088,26.216,"durangae","durangae",NA
4750,"I",203,164,188,59,4304,312,-2,314,203,148,212,104,471,114,3,106,322,14,283,23,-105.162,26.139,"durangae","durangae",NA
4801,"Kk",204,182,191,59,4433,331,12,319,223,165,231,120,425,95,4,100,271,16,243,21,-104.7806503,25.9291067,"durangae","durangae",NA
5051,"Xk",205,207,178,56,4894,355,41,314,254,187,263,140,244,56,4,85,140,14,116,20,-103.668963,25.909266,"durangae","durangae",NA
4801,"Kk",206,187,192,60,4467,336,16,320,227,169,237,124,408,92,5,98,259,16,230,21,-104.695383333333,25.9062666666667,"durangae","durangae",NA
4801,"Kk",207,187,192,60,4467,336,16,320,227,169,237,124,408,92,5,98,259,16,230,21,-104.695,25.906,"durangae","durangae",NA
4801,"Kk",208,192,189,60,4439,340,25,315,233,173,242,131,353,84,5,94,222,19,187,27,-104.3861845,25.83306,"durangae","durangae",NA
4841,"Kl",209,184,191,60,4217,330,14,316,221,169,230,124,480,133,3,113,346,11,167,20,-105.315,25.826,"durangae","durangae",NA
4750,"I",210,183,190,60,4394,331,15,316,223,164,232,122,424,97,5,95,264,20,235,28,-104.556353,25.800898,"durangae","durangae",NA
4750,"I",211,184,190,60,4374,332,17,315,224,165,233,123,411,95,5,94,255,22,225,30,-104.5353333,25.7795,"durangae","durangae",NA
4801,"Kk",212,198,187,59,4428,344,32,312,239,178,248,137,326,80,4,94,209,17,171,26,-104.287,25.776,"durangae","durangae",NA
4801,"Kk",213,183,179,59,4285,325,24,301,221,163,231,123,337,80,5,89,207,18,120,27,-103.9146033,25.6717343,"durangae","durangae",NA
4841,"Kl",214,189,196,60,4415,341,17,324,230,172,239,128,401,103,2,108,276,9,241,20,-104.983,25.574,"durangae","durangae",NA
4750,"I",215,186,193,60,4385,336,18,318,226,167,235,125,406,95,5,97,254,21,232,32,-104.59,25.546,"durangae","durangae",NA
4841,"Kl",216,211,177,57,4762,356,46,310,255,193,265,145,248,53,3,81,139,14,116,23,-103.5889167,25.534,"durangae","durangae",NA
4841,"Kl",217,211,177,57,4762,356,46,310,255,193,265,145,248,53,3,81,139,14,116,23,-103.5889167,25.534,"durangae","durangae",NA
4841,"Kl",218,211,177,57,4773,356,46,310,255,193,264,145,252,53,3,76,138,15,116,25,-103.5782152,25.5138356,"durangae","durangae",NA
4750,"I",219,190,194,60,4381,340,21,319,229,171,239,129,377,88,5,95,236,19,215,30,-104.5427322,25.5063422,"durangae","durangae",NA
4841,"Kl",220,211,177,57,4773,356,46,310,255,193,264,145,252,53,3,76,138,15,116,25,-103.5553083,25.5052417,"durangae","durangae",NA
4750,"I",221,187,194,60,4388,338,18,320,227,169,236,126,397,93,4,95,250,18,228,31,-104.59,25.5019,"durangae","durangae",NA
4750,"I",222,193,194,60,4424,344,24,320,233,174,243,132,355,83,5,95,223,18,203,29,-104.5324428,25.4960528,"durangae","durangae",NA
4841,"Kl",223,198,196,60,4510,351,26,325,239,179,249,136,358,85,3,100,230,13,211,26,-104.5983,25.4464,"durangae","durangae",NA
4841,"Kl",224,198,196,60,4510,351,26,325,239,179,249,136,358,85,3,100,230,13,211,26,-104.6028,25.4372,"durangae","durangae",NA
4841,"Kl",225,198,196,60,4510,351,26,325,239,179,249,136,358,85,3,100,230,13,211,26,-104.6017,25.4339,"durangae","durangae",NA
4841,"Kl",226,198,196,60,4510,351,26,325,239,179,249,136,358,85,3,100,230,13,211,26,-104.6017,25.4339,"durangae","durangae",NA
4841,"Kl",227,198,196,60,4510,351,26,325,239,179,249,136,358,85,3,100,230,13,211,26,-104.6017,25.4339,"durangae","durangae",NA
4841,"Kl",228,198,196,60,4510,351,26,325,239,179,249,136,358,85,3,100,230,13,211,26,-104.6017,25.4339,"durangae","durangae",NA
4841,"Kl",229,198,196,60,4510,351,26,325,239,179,249,136,358,85,3,100,230,13,211,26,-104.6017,25.4339,"durangae","durangae",NA
4841,"Kl",230,210,178,57,4710,354,44,310,253,192,263,145,261,60,3,88,156,13,138,22,-103.7303561,25.4288039,"durangae","durangae",NA
4841,"Kl",231,198,196,60,4510,351,26,325,239,179,249,136,358,85,3,100,230,13,211,26,-104.6044,25.4253,"durangae","durangae",NA
4841,"Kl",232,203,196,59,4602,356,29,327,245,184,255,140,346,83,3,100,222,12,205,26,-104.6008,25.4156,"durangae","durangae",NA
4841,"Kl",233,203,196,59,4602,356,29,327,245,184,255,140,346,83,3,100,222,12,205,26,-104.6094,25.4011,"durangae","durangae",NA
4841,"Kl",234,203,196,59,4602,356,29,327,245,184,255,140,346,83,3,100,222,12,205,26,-104.61,25.3906,"durangae","durangae",NA
4841,"Kl",235,206,196,59,4636,360,31,329,249,187,258,143,341,84,2,100,222,10,204,25,-104.612,25.372,"durangae","durangae",NA
4841,"Kl",236,206,196,59,4639,360,31,329,249,187,259,143,346,87,2,103,228,10,208,23,-104.6269,25.3458,"durangae","durangae",NA
4841,"Kl",237,208,196,59,4682,362,33,329,251,189,261,144,346,88,2,105,231,9,209,21,-104.636696,25.305604,"durangae","durangae",NA
4841,"Kl",238,210,177,57,4638,352,45,307,252,192,262,146,271,63,3,91,167,13,152,22,-103.764089,25.277666,"durangae","durangae",NA
4841,"Kl",239,213,188,58,4783,362,40,322,256,194,267,147,310,77,3,98,196,12,184,21,-104.205905,25.194398,"durangae","durangae",NA
4841,"Kl",240,209,195,59,4666,363,35,328,251,191,262,145,364,91,2,102,242,10,220,24,-104.54674,25.14544,"durangae","durangae",NA
4841,"Kl",241,209,195,59,4666,363,35,328,251,191,262,145,364,91,2,102,242,10,220,24,-104.54674,25.14544,"durangae","durangae",NA
4841,"Kl",242,210,197,60,4519,365,39,326,249,193,261,148,392,98,2,105,262,11,154,23,-104.476,25.025,"durangae","durangae",NA
4832,"Kl",243,159,182,61,3888,302,8,294,196,139,204,106,570,142,2,104,382,17,347,50,-105.217,25.017,"durangae","durangae",NA
4841,"Kl",244,208,198,60,4466,364,38,326,246,191,259,147,401,99,2,104,269,11,158,24,-104.53,25.004,"durangae","durangae",NA
4841,"Kl",245,208,198,60,4373,364,39,325,244,191,258,148,416,103,3,105,280,12,165,22,-104.478,24.989,"durangae","durangae",NA
4832,"Kl",246,168,171,62,3591,305,30,275,198,152,209,118,541,133,3,109,382,14,212,32,-104.8089573,24.6014409,"durangae","durangae",NA
4801,"Kk",247,172,176,62,3699,310,27,283,204,155,214,120,473,125,3,105,323,18,172,33,-104.138,24.474,"durangae","durangae",NA
4832,"Kl",248,181,162,59,3704,313,40,273,211,165,223,129,558,148,4,110,389,16,211,33,-104.516655,24.3319607,"durangae","durangae",NA
4801,"Kk",249,169,173,61,3639,306,26,280,200,152,210,118,482,121,4,102,324,19,184,34,-104.0490341,24.3165321,"durangae","durangae",NA
4750,"I",250,180,164,59,3755,313,38,275,210,163,222,127,560,148,5,109,387,17,211,34,-104.4167,24.3,"durangae","durangae",NA
4750,"I",251,177,161,59,3730,308,37,271,208,160,219,125,550,141,4,107,373,16,208,35,-104.3500667,24.1795167,"durangae","durangae",NA
4750,"I",252,177,161,59,3730,308,37,271,208,160,219,125,550,141,4,107,373,16,208,35,-104.3500667,24.1795167,"durangae","durangae",NA
4832,"Kl",253,169,150,58,3564,295,38,257,199,153,210,120,529,136,5,105,361,18,195,37,-104.66972,24.1545733,"durangae","durangae",NA
4832,"Kl",254,169,150,58,3564,295,38,257,199,153,210,120,529,136,5,105,361,18,195,37,-104.66972,24.1400218,"durangae","durangae",NA
4832,"Kl",255,171,148,58,3554,295,40,255,201,156,212,122,523,135,5,105,353,18,191,37,-104.7025,24.1098541,"durangae","durangae",NA
4832,"Kl",256,175,149,57,3602,299,42,257,204,159,215,124,629,170,5,107,424,19,235,40,-104.5874044,24.1059256,"durangae","durangae",NA
4832,"Kl",257,171,148,58,3554,295,40,255,201,156,212,122,523,135,5,105,353,18,191,37,-104.66972,24.0963674,"durangae","durangae",NA
4832,"Kl",258,172,146,57,3553,294,42,252,202,156,212,122,506,128,5,101,336,18,184,38,-104.699617,24.048531,"durangae","durangae",NA
4832,"Kl",259,177,146,57,3579,299,46,253,207,162,218,127,603,159,5,103,399,19,227,41,-104.6115141,24.02361,"durangae","durangae",NA
4832,"Kl",260,177,146,57,3579,299,46,253,207,162,218,127,603,159,5,103,399,19,227,41,-104.6115141,24.02361,"durangae","durangae",NA
4750,"I",261,171,144,57,3518,292,42,250,200,155,211,122,490,124,4,103,326,17,175,41,-104.7279259,24.02361,"durangae","durangae",NA
4750,"I",262,179,151,58,3654,304,44,260,209,163,220,128,622,162,4,106,416,17,238,41,-104.482914,24.013418,"durangae","durangae",NA
5028,"Tv",263,185,154,58,3806,313,48,265,217,169,228,132,470,118,3,106,321,13,182,32,-104.257816,23.876871,"durangae","durangae",NA
5028,"Tv",264,181,154,58,3765,308,45,263,212,164,224,129,451,106,2,105,300,13,188,31,-104.2477273,23.8053379,"durangae","durangae",NA
5028,"Tv",265,194,147,56,3875,318,60,258,226,178,237,140,450,116,3,106,303,14,177,34,-104.321,23.706,"durangae","durangae",NA
5028,"Tv",266,199,144,56,3898,320,66,254,231,183,242,143,473,123,3,105,316,15,182,40,-104.39556,23.6331262,"durangae","durangae",NA
5028,"Tv",267,192,140,56,3814,310,63,247,224,176,234,138,519,131,3,101,337,17,200,49,-104.435,23.524,"durangae","durangae",NA
5028,"Tv",268,208,142,56,3913,327,76,251,240,193,251,153,490,125,3,102,318,17,189,47,-104.4083499,23.4602701,"durangae","durangae",NA
5051,"Xk",269,192,164,62,3481,315,54,261,228,157,228,142,462,74,10,64,200,39,190,44,-100.635,23.597,"lineatus","lineatus",NA
4801,"Kk",270,176,194,67,3138,314,27,287,203,165,211,134,365,75,4,75,196,21,125,38,-102.2498097,23.3644274,"lineatus","lineatus",NA
4801,"Kk",271,175,195,67,3208,314,23,291,202,162,210,131,370,77,4,76,199,21,129,38,-102.302752,23.360128,"lineatus","lineatus",NA
4801,"Kk",272,163,182,63,3321,300,14,286,189,148,199,116,418,95,5,92,251,18,158,35,-102.892097,23.184325,"lineatus","lineatus",NA
4750,"I",273,164,176,68,2607,292,34,258,183,157,193,128,363,70,6,67,174,25,138,44,-101.847,22.751,"lineatus","lineatus",NA
4759,"I",274,194,162,63,3068,318,61,257,216,189,226,150,636,113,13,72,319,52,185,61,-100.306,22.661,"lineatus","lineatus",NA
4801,"Kk",275,174,173,67,2625,301,45,256,200,168,203,137,374,65,6,70,189,28,153,40,-101.428,22.629,"lineatus","lineatus",NA
5052,"Xk",276,185,163,64,2835,308,55,253,205,157,214,144,566,101,11,72,286,47,164,55,-100.46688,22.61799,"lineatus","lineatus",NA
5052,"Xk",277,201,167,63,2986,326,65,261,228,196,231,158,531,92,11,71,256,46,166,54,-100.529,22.61,"lineatus","lineatus",NA
5008,"Re",278,222,154,58,3545,344,81,263,254,187,257,171,502,87,9,72,241,38,222,39,-100.0261627,22.6020506,"lineatus","lineatus",NA
4801,"Kk",279,159,167,66,2550,283,33,250,183,152,187,122,398,80,6,73,205,25,171,45,-101.676,22.519,"lineatus","lineatus",NA
4835,"Kl",280,164,169,65,2725,289,30,259,190,155,194,125,458,95,7,86,263,25,194,41,-101.894722,22.233889,"lineatus","lineatus",NA
4835,"Kl",281,161,156,63,2666,279,33,246,186,132,191,124,448,81,9,75,228,34,128,39,-101.383,21.893,"lineatus","lineatus",NA
4749,"I",282,176,169,65,2654,300,40,260,201,150,205,139,376,80,6,72,197,29,109,35,-101.116,21.841,"lineatus","lineatus",NA
5008,"Re",283,187,180,65,2732,315,42,273,206,160,215,148,465,92,7,80,236,26,198,26,-100.995301,21.772527,"lineatus","lineatus",NA
5051,"Xk",284,183,173,63,3507,315,43,272,223,146,223,135,311,45,7,53,125,35,125,39,-100.6083333,24.4016667,"nelsoni","nelsoni",NA
5051,"Xk",285,192,164,62,3481,315,54,261,228,157,228,142,462,74,10,64,200,39,190,44,-100.644,23.59,"nelsoni","nelsoni",NA
5051,"Xk",286,196,164,62,3507,319,57,262,226,161,232,146,430,67,8,59,183,40,168,49,-100.62685,23.4831167,"nelsoni","nelsoni",NA
4801,"Kk",287,171,176,67,2712,299,39,260,199,165,200,133,256,42,2,62,111,17,110,27,-101.5344444,23.1641667,"nelsoni","nelsoni",NA
4759,"I",288,219,159,59,3471,343,77,266,250,185,253,169,472,86,10,69,221,41,214,42,-100.1433333,22.64,"nelsoni","nelsoni",NA
4834,"Kl",289,181,165,66,2549,303,54,249,198,157,209,145,376,68,8,72,181,29,119,31,-100.803,22.353,"nelsoni","nelsoni",NA
4835,"Kl",290,177,174,63,3104,309,33,276,209,167,212,134,463,113,3,94,279,17,202,40,-102.246,22.018,"nelsoni","nelsoni",NA
4749,"I",291,172,166,65,2514,296,43,253,196,138,200,138,414,85,6,78,208,26,185,31,-100.61,21.315,"nelsoni","nelsoni",NA
4790,"Kh",292,210,145,47,5868,353,47,306,271,147,280,130,386,81,8,64,182,36,146,40,-101.066671,26.750002,"nelsoni","nelsoni",NA
4789,"Kh",293,196,143,48,5478,331,39,292,251,137,260,121,323,68,7,71,159,25,127,27,-101.23889,26.5915359,"nelsoni","nelsoni",NA
4789,"Kh",294,204,146,48,5621,342,43,299,260,144,270,127,304,62,6,68,148,24,120,27,-101.256541,26.531652,"nelsoni","nelsoni",NA
4790,"Kh",295,215,136,46,5559,351,58,293,274,155,280,137,359,85,8,70,175,36,132,41,-100.78541,26.40631,"nelsoni","nelsoni",NA
4759,"I",296,187,139,50,4984,314,39,275,235,133,244,118,297,57,6,69,152,24,127,28,-101.353155,26.319566,"nelsoni","nelsoni",NA
4790,"Kh",297,181,129,50,4611,301,44,257,229,131,235,117,388,92,9,73,192,34,149,38,-100.6541667,26.3044444,"nelsoni","nelsoni",NA
4832,"Kl",298,221,124,43,5640,364,79,285,282,159,287,143,741,153,19,63,329,75,263,76,-99.753902,26.203064,"nelsoni","nelsoni",NA
4832,"Kl",299,221,124,43,5640,364,79,285,282,159,287,143,741,153,19,63,329,75,263,76,-99.753902,26.203064,"nelsoni","nelsoni",NA
4759,"I",300,196,138,51,4742,321,52,269,243,146,252,132,262,43,6,56,123,29,110,38,-101.1164118,25.680705,"nelsoni","nelsoni",NA
4749,"I",301,197,127,49,4693,316,59,257,226,146,252,132,379,95,8,80,201,29,146,32,-100.4825188901,25.6547011098,"nelsoni","nelsoni",NA
4759,"I",302,186,136,52,4384,306,49,257,229,140,238,127,256,42,7,50,112,30,98,36,-101,25.62005,"nelsoni","nelsoni",NA
4759,"I",303,210,170,54,5173,358,44,314,259,188,267,139,208,37,2,67,103,11,95,25,-103.18999,25.6196892,"nelsoni","nelsoni",NA
5051,"Xk",304,209,147,51,4940,340,57,283,255,191,265,142,259,46,3,65,124,21,121,34,-102.0369853,25.6148977,"nelsoni","nelsoni",NA
4759,"I",305,190,139,52,4551,313,49,264,234,141,243,128,273,42,7,54,125,30,113,37,-101.10117,25.60563,"nelsoni","nelsoni",NA
4759,"I",306,186,137,52,4412,307,48,259,229,139,238,127,260,42,7,52,115,30,102,36,-101.005299,25.597541,"nelsoni","nelsoni",NA
5051,"Xk",307,203,145,51,4948,334,54,280,251,151,261,136,297,57,6,66,152,30,141,39,-101.3931170544,25.57056,"nelsoni","nelsoni",NA
5051,"Xk",308,201,144,51,4877,331,53,278,248,149,258,135,300,57,6,64,153,30,141,39,-101.3374428,25.5695072,"nelsoni","nelsoni",NA
4749,"I",309,163,133,59,3276,268,44,224,194,126,200,117,469,103,9,73,242,37,197,41,-100.46194,25.5690542486,"nelsoni","nelsoni",NA
5051,"Xk",310,204,146,51,4958,335,54,281,252,151,261,136,299,58,5,68,155,28,144,38,-101.42222,25.5632842636,"nelsoni","nelsoni",NA
5051,"Xk",311,204,146,51,4967,336,54,282,252,151,261,137,302,58,5,66,156,28,146,38,-101.4616474,25.5617144,"nelsoni","nelsoni",NA
4759,"I",312,208,148,52,4794,338,58,280,252,191,262,142,290,57,4,69,150,21,139,35,-102.19206,25.51508,"nelsoni","nelsoni",NA
5051,"Xk",313,212,180,57,4790,361,47,314,256,195,265,146,238,45,2,75,125,13,112,26,-103.42221,25.5135717,"nelsoni","nelsoni",NA
4759,"I",314,205,148,53,4716,335,56,279,248,187,258,140,290,60,5,73,156,20,140,33,-102.363376,25.5126304,"nelsoni","nelsoni",NA
5037,"Vp",315,229,136,45,5712,372,73,299,268,152,296,152,717,154,16,66,334,63,244,63,-99.8243529166,25.4706401281,"nelsoni","nelsoni",NA
5051,"Xk",316,200,155,54,4866,338,51,287,246,147,256,134,389,73,6,72,204,29,196,37,-101.498453,25.357118,"nelsoni","nelsoni",NA
4841,"Kl",317,212,175,56,4737,356,48,308,255,193,264,146,245,45,3,75,132,14,122,26,-103.492,25.349,"nelsoni","nelsoni",NA
4749,"I",318,130,138,64,2471,233,20,213,152,100,157,95,587,105,16,61,271,59,205,63,-100.3758333,25.3308333,"nelsoni","nelsoni",NA
4841,"Kl",319,208,174,57,4654,351,47,304,250,190,260,144,258,53,3,82,148,13,135,25,-103.532,25.316,"nelsoni","nelsoni",NA
4841,"Kl",320,206,175,57,4545,347,43,304,246,188,256,143,279,66,3,89,171,13,103,25,-103.6516889,25.3144689,"nelsoni","nelsoni",NA
4841,"Kl",321,210,173,56,4680,352,48,304,253,191,262,145,252,51,3,80,145,13,132,25,-103.515,25.283,"nelsoni","nelsoni",NA
4841,"Kl",322,205,175,57,4520,346,43,303,245,187,255,142,284,67,3,91,175,14,106,26,-103.6619783,25.2630217,"nelsoni","nelsoni",NA
4759,"I",323,156,166,62,3698,286,22,264,190,112,196,104,502,81,13,58,232,52,185,59,-101.55575,25.24614,"nelsoni","nelsoni",NA
4759,"I",324,156,166,62,3698,286,22,264,190,112,196,104,502,81,13,58,232,52,185,59,-101.55575,25.24614,"nelsoni","nelsoni",NA
4759,"I",325,156,166,62,3698,286,22,264,190,112,196,104,502,81,13,58,232,52,185,59,-101.55575,25.23161,"nelsoni","nelsoni",NA
4841,"Kl",326,212,175,57,4655,353,47,306,254,194,264,147,265,59,3,88,161,13,148,22,-103.713,25.223,"nelsoni","nelsoni",NA
4841,"Kl",327,211,177,57,4639,352,44,308,252,193,262,147,279,64,3,91,172,13,110,21,-103.8587875,25.2012634,"nelsoni","nelsoni",NA
4749,"I",328,148,155,61,3559,272,21,251,181,106,187,98,459,71,14,53,202,53,165,58,-100.9411667,25.1840556,"nelsoni","nelsoni",NA
5051,"Xk",329,207,154,57,4190,334,65,269,246,190,255,150,265,61,4,81,155,18,135,27,-102.6180556,25.1577778,"nelsoni","nelsoni",NA
4841,"Kl",330,168,173,62,3645,302,25,277,199,151,209,116,367,78,4,87,220,17,140,30,-103.26667,25.13333,"nelsoni","nelsoni",NA
4841,"Kl",331,212,173,57,4576,350,47,303,252,195,263,149,277,62,3,88,165,13,116,21,-103.7617271,25.11917,"nelsoni","nelsoni",NA
5051,"Xk",332,202,159,59,3917,329,61,268,238,185,246,147,285,60,4,82,165,17,143,28,-102.6919444,25.1169444,"nelsoni","nelsoni",NA
4841,"Kl",333,212,173,57,4576,350,47,303,252,195,263,149,277,62,3,88,165,13,116,21,-103.758,25.088,"nelsoni","nelsoni",NA
4759,"I",334,211,155,57,4097,337,69,268,250,195,258,155,256,62,3,84,152,17,131,26,-102.60917,25.0783952,"nelsoni","nelsoni",NA
4841,"Kl",335,211,175,57,4538,351,47,304,250,194,262,148,297,66,3,93,181,13,122,22,-103.833,25.06,"nelsoni","nelsoni",NA
5051,"Xk",336,206,162,62,3519,329,69,260,238,191,245,156,319,62,4,82,184,18,162,31,-102.508,24.999,"nelsoni","nelsoni",NA
4801,"Kk",337,202,176,59,4124,342,48,294,236,187,249,144,374,102,4,100,247,16,135,25,-103.698,24.857,"nelsoni","nelsoni",NA
5051,"Xk",338,199,172,64,3359,326,61,265,229,184,235,151,376,80,5,82,215,19,193,35,-102.3289828,24.81472,"nelsoni","nelsoni",NA
4749,"I",339,180,154,65,2533,290,56,234,203,152,209,145,484,81,14,54,200,48,177,56,-100.07,24.7961771,"nelsoni","nelsoni",NA
5051,"Xk",340,192,175,65,3385,322,54,268,223,177,229,144,412,89,5,83,235,20,210,38,-102.2555352,24.7955352,"nelsoni","nelsoni",NA
4749,"I",341,182,153,65,2618,293,59,234,207,154,213,147,522,91,14,59,223,47,200,53,-100.0391317,24.7944117,"nelsoni","nelsoni",NA
4749,"I",342,182,155,66,2533,292,58,234,205,154,211,147,484,75,14,53,197,46,181,54,-100.0075505,24.7695489,"nelsoni","nelsoni",NA
5051,"Xk",343,189,174,59,4360,335,43,292,232,143,240,130,394,64,10,57,170,39,168,46,-100.89028,24.7539118,"nelsoni","nelsoni",NA
4801,"Kk",344,187,180,61,3850,328,36,292,219,145,230,133,359,98,2,105,240,12,135,20,-103.79,24.74,"nelsoni","nelsoni",NA
4801,"Kk",345,186,182,62,3836,328,35,293,218,145,229,132,371,101,2,106,250,12,141,20,-103.83611,24.73722,"nelsoni","nelsoni",NA
5051,"Xk",346,185,180,66,3416,318,46,272,217,169,223,136,438,92,5,82,244,22,222,43,-102.1313455,24.7363455,"nelsoni","nelsoni",NA
5051,"Xk",347,196,181,60,4437,345,45,300,247,176,247,135,415,79,8,68,206,35,206,47,-101.3385359,24.6978541,"nelsoni","nelsoni",NA
5051,"Xk",348,200,177,61,4007,340,53,287,238,183,245,144,343,78,4,86,195,17,188,31,-101.8886318,24.6775,"nelsoni","nelsoni",NA
5051,"Xk",349,200,177,61,4007,340,53,287,238,183,245,144,343,78,4,86,195,17,188,31,-101.8886318,24.6775,"nelsoni","nelsoni",NA
4801,"Kk",350,179,180,62,3717,319,31,288,209,162,221,126,358,98,1,106,240,9,137,19,-103.7517,24.6653,"nelsoni","nelsoni",NA
5051,"Xk",351,195,182,60,4379,343,44,299,245,174,245,135,406,76,8,67,198,35,198,47,-101.3214054,24.6562509,"nelsoni","nelsoni",NA
4801,"Kk",352,181,180,62,3673,320,33,287,211,140,222,129,346,94,1,104,229,10,131,19,-103.705,24.6447222222222,"nelsoni","nelsoni",NA
5051,"Xk",353,204,175,65,3322,333,65,268,235,190,241,156,326,67,4,81,187,17,168,32,-102.295,24.6447222,"nelsoni","nelsoni",NA
5051,"Xk",354,187,175,60,4077,329,42,287,234,143,234,131,372,59,9,55,159,37,159,44,-100.8611771,24.6302243,"nelsoni","nelsoni",NA
3511,"I",355,158,183,68,3159,288,22,266,186,140,192,112,459,69,17,45,185,58,156,68,-101.42167,24.61472,"nelsoni","nelsoni",NA
5051,"Xk",356,190,180,65,3375,323,50,273,221,175,227,142,368,74,4,81,206,19,187,38,-102.217,24.613,"nelsoni","nelsoni",NA
3511,"I",357,178,188,66,3692,319,35,284,219,159,219,126,441,67,14,50,187,51,187,69,-101.3896953,24.5827453,"nelsoni","nelsoni",NA
3511,"I",358,163,188,69,3140,296,25,271,191,147,197,118,441,68,15,46,179,54,172,65,-101.5048041,24.5315859,"nelsoni","nelsoni",NA
3511,"I",359,163,188,69,3140,296,25,271,191,147,197,118,441,68,15,46,179,54,172,65,-101.5239889,24.5124011,"nelsoni","nelsoni",NA
5051,"Xk",360,189,187,64,3813,331,43,288,232,171,232,136,372,80,6,74,195,26,195,42,-101.6994301,24.4791501,"nelsoni","nelsoni",NA
5051,"Xk",361,169,183,66,3523,306,30,276,202,152,209,120,400,58,13,47,162,49,161,59,-101.0874548,24.4762835,"nelsoni","nelsoni",NA
3511,"I",362,162,187,69,3120,295,25,270,190,146,196,117,427,64,15,45,172,52,166,63,-101.4839664,24.4643231,"nelsoni","nelsoni",NA
3511,"I",363,178,189,66,3559,319,36,283,211,161,218,128,383,62,10,55,170,39,164,54,-101.42167,24.3964479,"nelsoni","nelsoni",NA
3511,"I",364,183,189,66,3621,324,40,284,217,167,224,133,369,72,7,68,184,30,179,45,-101.64803,24.38835,"nelsoni","nelsoni",NA
3511,"I",365,185,187,65,3706,327,40,287,220,169,227,134,348,65,7,62,168,31,158,43,-101.42167,24.32369,"nelsoni","nelsoni",NA
5051,"Xk",366,187,186,64,3825,330,41,289,223,171,231,134,347,62,7,62,163,32,156,43,-101.3005381,24.3222817,"nelsoni","nelsoni",NA
3511,"I",367,185,187,65,3706,327,40,287,220,169,227,134,348,65,7,62,168,31,158,43,-101.42167,24.29458,"nelsoni","nelsoni",NA
5051,"Xk",368,190,185,65,3582,328,46,282,230,175,230,140,293,73,2,93,166,15,166,30,-102.1730748,24.2477948,"nelsoni","nelsoni",NA
5051,"Xk",369,190,185,65,3582,328,46,282,230,175,230,140,293,73,2,93,166,15,166,30,-102.1719776,24.22861,"nelsoni","nelsoni",NA
4801,"Kk",370,161,183,65,3245,298,18,280,187,143,196,114,437,114,3,99,281,12,164,27,-103.2915455,24.1865455,"nelsoni","nelsoni",NA
5051,"Xk",371,179,189,67,3458,318,36,282,211,165,218,131,323,64,5,68,162,24,145,37,-101.571301,24.141663,"nelsoni","nelsoni",NA
4801,"Kk",372,179,186,66,3231,316,35,281,206,161,214,132,378,90,2,100,246,11,153,25,-103.0713537,24.1192207,"nelsoni","nelsoni",NA
